w_l,w_s,w_r,apple_x,apple_y,tail_x,tail_y,Q_k_l,k_l,Q_k_s,k_s,Q_k_r,k_r
0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,1.05,2.0,1.9,3.0,1.95,2.0
0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.05,3.0,1.95,2.0,1.95,2.0
1.0,1.0,1.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0
1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,1.05,2.0,2.0,2.0,2.0,1.0
1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,1.0,-1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,1.0,-1.0,0.0,-1.0,1.05,2.0,2.0,3.0,1.95,2.0
0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,2.0,7.0,2.0,8.0,1.7,7.0
1.0,1.0,1.0,1.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,-1.0,2.0,1.0,2.0,2.0,2.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.75,6.0,2.0,7.0,0.0,3.0
0.0,1.0,1.0,1.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,2.0,3.05,4.0,1.9,3.0
0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.55,10.0,56.59999999999995,318.0,1.55,10.0
1.0,1.0,1.0,1.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,1.05,2.0
0.0,1.0,1.0,1.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,3.0,2.0,41.0,2.0,41.0
0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.8999999999999999,23.0,2.0,52.0,2.0,52.0
1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,2.0,47.0,0.95,22.0,0.0,3.0
0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,3.0,1.95,19.0,2.0,20.0
0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,4.750000000000011,507.0,0.3499999999999985,40.0,0.3999999999999988,46.0
1.0,1.0,1.0,-1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,-1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,-1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,2.0,1.9,3.0,1.85,4.0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.7,7.0,1.75,6.0,1.7,7.0
1.0,1.0,1.0,-1.0,1.0,0.0,0.0,1.9,3.0,1.0,2.0,2.0,3.0
1.0,1.0,0.0,-1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,-1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,-1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.3,15.0,0.0,3.0,2.0,21.0
0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,3.0,0.8999999999999999,23.0,1.3999999999999997,35.0
0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.4499999999999988,65.0,58.3,5677.0,0.4499999999999985,60.0
1.0,1.0,1.0,0.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,-1.0,0.0,0.0,4.1,5.0,1.9,3.0,1.9,3.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.95,2.0,2.0,1.0,2.0,2.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.05,20.0,2.0,38.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8,5.0,1.8,5.0,2.0,6.0
1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.2499999999999993,36.0,0.0,3.0,1.95,267.0
1.0,1.0,0.0,1.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.4999999999999996,15.0,47.1,385.0,0.0,3.0
0.0,1.0,1.0,1.0,-1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.6,9.0,0.0,3.0,2.0,10.0
0.0,0.0,1.0,1.0,-1.0,0.0,0.0,2.0,1.0,1.95,2.0,2.0,2.0
0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.1000000000000015,78.0,158.35000000000176,4069.0,-0.1500000000000015,162.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,11.0,23.0,111.0,0.0,3.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.75,6.0,163.70000000000027,431.0,1.75,6.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,64.0,0.0,3.0,-0.25,8.0
1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,1.8,5.0,0.0,3.0
0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.05,36.0,0.0,3.0,1.2999999999999996,15.0
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,212.0,2.0,213.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,48.85000000000036,972.0,0.5499999999999989,82.0,0.4999999999999988,75.0
1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-0.85,4.0,-1.0,4.0,0.0,3.0
1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0
1.0,0.0,1.0,-1.0,-1.0,0.0,1.0,1.05,2.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,2.0,3.0,1.9,3.0,1.0,2.0
0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,2.0,2.0,1.95,2.0,1.95,2.0
1.0,1.0,1.0,-1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,-1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,-1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,-1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,-1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
1.0,0.0,1.0,-1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,1.0,0.0,1.0,2.0,1.0,1.95,2.0,2.0,1.0
0.0,1.0,1.0,-1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,-1.0,1.0,0.0,1.0,2.0,1.0,1.95,2.0,2.0,1.0
0.0,0.0,0.0,-1.0,1.0,0.0,1.0,2.0,1.0,1.95,2.0,2.0,2.0
1.0,1.0,1.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,1.95,2.0,2.0,1.0
0.0,1.0,1.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,3.0,1.95,2.0,1.95,2.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,3.05,2.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.95,2.0,2.0,2.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,-1.0,0.0,1.0,2.0,4.0,2.0,4.0,0.0,3.0
0.0,1.0,1.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,1.0,-1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,1.0,-1.0,0.0,1.0,2.0,3.0,2.0,3.0,1.9,3.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.95,2.0,2.0,1.0,1.0,2.0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.95,2.0,3.05,2.0,1.95,2.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.05,2.0,2.0,1.0
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.95,2.0,2.0,1.0,1.05,2.0
1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.05,2.0
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,11.0,2.0,15.0,0.1,3.0
0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.05,2.0,2.0,2.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.05,2.0,2.0,1.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,12.0,2.0,12.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.6,9.0,2.0,12.0,2.0,12.0
1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.85,4.0,0.0,3.0,0.0,3.0
1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,2.0,10.0,0.0,3.0,0.0,3.0
1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,0.05,3.0,1.7,8.0,0.0,3.0
1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.95,17.0,1.4,13.0,0.0,3.0
0.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.05,2.0,1.0,2.0,1.9,3.0
0.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,4.1,12.0,0.0,3.0,1.75,6.0
0.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,-0.95,4.0,-0.7000000000000007,190.0,-0.5000000000000006,126.0
0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,17.74999999999998,265.0,1.5,23.0,5.150000000000009,78.0
1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,-1.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,2.0,1.0,1.0,2.0,2.0,1.0
0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,2.0,1.95,2.0,2.0,1.0
0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.7,7.0,1.7,7.0,1.75,6.0
1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-0.85,4.0,-0.85,4.0,0.0,3.0
1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,1.95,8.0,0.1,3.0,0.0,3.0
1.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.1,3.0,2.0,5.0,0.0,3.0
1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,1.8,170.0,14.55,1193.0,0.0,3.0
0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.1,3.0,0.1,3.0,1.85,4.0
0.0,1.0,0.0,-1.0,1.0,1.0,-1.0,1.95,27.0,0.1,3.0,1.2,17.0
0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,0.05,3.0,3.600000000000001,40.0,1.4,17.0
0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,1.6,332.0,132.60000000000002,26541.0,0.1499999999999985,38.0
1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,2.0,2.0,2.0,1.0,1.0,2.0
1.0,0.0,1.0,0.0,-1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,2.0,1.0,2.0,1.0,1.0,2.0
0.0,1.0,1.0,0.0,-1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,-1.0,1.0,-1.0,2.0,2.0,1.0,2.0,1.95,2.0
0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,1.05,2.0,2.0,1.0,1.95,2.0
0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,19.85,29.0,1.85,4.0,1.85,4.0
1.0,1.0,1.0,0.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,1.0,0.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,0.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,1.0,0.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,0.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,1.0,0.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,1.0,0.0,0.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,3.0,1.8,5.0,3.05,9.0
0.0,0.0,0.0,0.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,2.0
1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,4.0,-1.0,4.0,-25.8,224.0
1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.3,17.0,0.1,3.0,0.05,3.0
1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,3.0,0.6499999999999992,49.0,-0.85,4.0
1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0999999999999993,46.0,0.2999999999999996,109.0,-0.8999999999999999,4.0
0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,3.0,0.0,3.0,1.55,178.0
0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0999999999999994,41.0,0.0,3.0,1.45,420.0
0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,-0.95,4.0,-0.6499999999999994,178.0,-0.4500000000000005,131.0
0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,-0.2000000000000016,50.0,132.20000000000434,4838.0,-1.2500000000000018,338.0
1.0,1.0,1.0,1.0,0.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,1.0,0.0,1.0,0.0,1.0,-1.0,2.0,1.0,1.05,2.0,2.0,1.0
1.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,2.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,-1.0,1.2,17.0,2.0,27.0,0.0,3.0
0.0,1.0,1.0,1.0,0.0,1.0,-1.0,2.0,1.0,1.05,2.0,2.0,1.0
0.0,1.0,0.0,1.0,0.0,1.0,-1.0,2.0,1.0,1.05,2.0,2.0,1.0
0.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,2.0,9.35,12.0,1.9,3.0
0.0,0.0,0.0,1.0,0.0,1.0,-1.0,1.45,12.0,204.6500000000005,1528.0,1.45,12.0
1.0,1.0,1.0,1.0,1.0,1.0,-1.0,30.6,428.0,0.0,3.0,1.05,20.0
1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.75,12.0,0.05,3.0,0.0,3.0
1.0,0.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,2.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,-1.0,9.65,98.0,1.35,15.0,0.05,3.0
0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,3.0,0.1,3.0,1.9,10.0
0.0,1.0,0.0,1.0,1.0,1.0,-1.0,46.75,492.0,0.0,3.0,1.3,15.0
0.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,3.0,1.9,168.0,6.15,543.0
0.0,0.0,0.0,1.0,1.0,1.0,-1.0,437.7999999999952,5927.0,1.1499999999999997,18.0,1.1999999999999995,18.0
